close,date,high,low,open,symbol,volume
223.82000732421875,2024-08-15T09:30:00,224.8699951171875,223.28500366210938,224.5500030517578,AAPL,2014160
224.20590209960938,2024-08-15T09:31:00,224.3699951171875,223.6999969482422,223.8699951171875,AAPL,346879
223.3000030517578,2024-08-15T09:32:00,224.24000549316406,223.3000030517578,224.22999572753906,AAPL,204553
223.01499938964844,2024-08-15T09:33:00,223.58990478515625,222.9600067138672,223.28050231933594,AAPL,209298
223.24000549316406,2024-08-15T09:34:00,223.25999450683594,222.9199981689453,223.01499938964844,AAPL,202861
223.1479949951172,2024-08-15T09:35:00,223.30990600585938,222.94000244140625,223.22000122070312,AAPL,200976
223.25999450683594,2024-08-15T09:36:00,223.27999877929688,222.94009399414062,223.14500427246094,AAPL,123870
223.01499938964844,2024-08-15T09:37:00,223.27999877929688,222.92999267578125,223.25999450683594,AAPL,159484
223,2024-08-15T09:38:00,223.1300048828125,222.75999450683594,223.02999877929688,AAPL,185030
223.19149780273438,2024-08-15T09:39:00,223.25999450683594,222.9600067138672,223.01499938964844,AAPL,156673
222.9532928466797,2024-08-15T09:40:00,223.2899932861328,222.83999633789062,223.22000122070312,AAPL,155060
222.99000549316406,2024-08-15T09:41:00,223.07000732421875,222.85000610351562,222.97000122070312,AAPL,116174
223.16000366210938,2024-08-15T09:42:00,223.16000366210938,222.8800048828125,222.9949951171875,AAPL,105319
223.19000244140625,2024-08-15T09:43:00,223.25999450683594,223,223.13009643554688,AAPL,143727
223.02999877929688,2024-08-15T09:44:00,223.3000030517578,223,223.1800994873047,AAPL,131001
223.44000244140625,2024-08-15T09:46:00,223.4600067138672,223.22000122070312,223.3197021484375,AAPL,236347
223.65499877929688,2024-08-15T09:47:00,223.6699981689453,223.42059326171875,223.47000122070312,AAPL,180298
223.49960327148438,2024-08-15T09:48:00,223.72999572753906,223.33999633789062,223.64500427246094,AAPL,146227
223.60240173339844,2024-08-15T09:49:00,223.60240173339844,223.41000366210938,223.48500061035156,AAPL,94348
223.5449981689453,2024-08-15T09:50:00,223.64999389648438,223.47999572753906,223.60000610351562,AAPL,114603
223.4385986328125,2024-08-15T09:51:00,223.67999267578125,223.4385986328125,223.5500030517578,AAPL,89107
223.50999450683594,2024-08-15T09:52:00,223.61000061035156,223.44000244140625,223.44000244140625,AAPL,71340
223.75,2024-08-15T09:53:00,223.8282012939453,223.50999450683594,223.5399932861328,AAPL,119316
223.72000122070312,2024-08-15T09:54:00,223.86000061035156,223.69000244140625,223.75999450683594,AAPL,82046
223.92990112304688,2024-08-15T09:55:00,223.94960021972656,223.66000366210938,223.72000122070312,AAPL,98140
224.08999633789062,2024-08-15T09:56:00,224.1699981689453,223.9199981689453,223.9199981689453,AAPL,279930
224.31500244140625,2024-08-15T09:57:00,224.32000732421875,224.08999633789062,224.10000610351562,AAPL,123509
224.4075927734375,2024-08-15T09:58:00,224.47000122070312,224.25100708007812,224.32000732421875,AAPL,148406
224.42999267578125,2024-08-15T09:59:00,224.50999450683594,224.33999633789062,224.40499877929688,AAPL,147096
224.02639770507812,2024-08-15T10:00:00,224.57000732421875,223.9499969482422,224.42010498046875,AAPL,187893
224.41000366210938,2024-08-15T10:01:00,224.4600067138672,224.0500030517578,224.0500030517578,AAPL,105460
224.35110473632812,2024-08-15T10:02:00,224.4600067138672,224.27000427246094,224.41000366210938,AAPL,91580
224.36500549316406,2024-08-15T10:03:00,224.41000366210938,224.27000427246094,224.35000610351562,AAPL,76241
224.25,2024-08-15T10:04:00,224.3699951171875,224.18460083007812,224.35000610351562,AAPL,99374
224.3300018310547,2024-08-15T10:05:00,224.3300018310547,224.1199951171875,224.25999450683594,AAPL,115459
224.18499755859375,2024-08-15T10:06:00,224.34979248046875,224.0500030517578,224.3209991455078,AAPL,103942
224.16000366210938,2024-08-15T10:07:00,224.22000122070312,223.97000122070312,224.1999969482422,AAPL,121578
224.2550048828125,2024-08-15T10:08:00,224.27000427246094,224.16000366210938,224.17649841308594,AAPL,166469
224.3300018310547,2024-08-15T10:09:00,224.3699951171875,224.2126007080078,224.25,AAPL,350869
224.4600067138672,2024-08-15T10:10:00,224.4600067138672,224.22000122070312,224.3000030517578,AAPL,108327
224.58999633789062,2024-08-15T10:11:00,224.65499877929688,224.33999633789062,224.45359802246094,AAPL,153490
224.6300048828125,2024-08-15T10:12:00,224.69000244140625,224.5449981689453,224.57000732421875,AAPL,112508
224.76499938964844,2024-08-15T10:13:00,224.77000427246094,224.60000610351562,224.60000610351562,AAPL,123865
224.70970153808594,2024-08-15T10:14:00,224.7899932861328,224.66000366210938,224.77000427246094,AAPL,90026
224.74560546875,2024-08-15T10:15:00,224.77000427246094,224.61000061035156,224.7100067138672,AAPL,101347
224.58999633789062,2024-08-15T10:16:00,224.74989318847656,224.44000244140625,224.7445068359375,AAPL,117378
224.6199951171875,2024-08-15T10:17:00,224.6699981689453,224.50999450683594,224.60000610351562,AAPL,79463
224.7100067138672,2024-08-15T10:18:00,224.79800415039062,224.58999633789062,224.63999938964844,AAPL,116014
224.9550018310547,2024-08-15T10:19:00,224.99000549316406,224.68760681152344,224.72000122070312,AAPL,194522
224.89999389648438,2024-08-15T10:20:00,224.97860717773438,224.8300018310547,224.96499633789062,AAPL,111233
224.8300018310547,2024-08-15T10:21:00,224.9199981689453,224.76600646972656,224.9199981689453,AAPL,110867
224.8800048828125,2024-08-15T10:22:00,224.9499969482422,224.75,224.8300018310547,AAPL,106665
224.8699951171875,2024-08-15T10:23:00,224.9199981689453,224.74000549316406,224.88499450683594,AAPL,77266
224.83999633789062,2024-08-15T10:24:00,224.9600067138672,224.80999755859375,224.875,AAPL,67200
224.72999572753906,2024-08-15T10:25:00,224.8800048828125,224.72999572753906,224.85499572753906,AAPL,70932
224.80499267578125,2024-08-15T10:26:00,224.82969665527344,224.72000122070312,224.72000122070312,AAPL,99185
224.80499267578125,2024-08-15T10:27:00,224.8699951171875,224.7899932861328,224.80999755859375,AAPL,67391
224.72999572753906,2024-08-15T10:28:00,224.80999755859375,224.63999938964844,224.8000030517578,AAPL,95775
224.7899932861328,2024-08-15T10:29:00,224.97000122070312,224.74000549316406,224.74000549316406,AAPL,89055
224.82000732421875,2024-08-15T10:30:00,224.89999389648438,224.6999969482422,224.77999877929688,AAPL,87160
224.97000122070312,2024-08-15T10:31:00,224.99000549316406,224.8000030517578,224.82000732421875,AAPL,112428
224.91000366210938,2024-08-15T10:32:00,224.99000549316406,224.8699951171875,224.9600067138672,AAPL,124235
224.80999755859375,2024-08-15T10:33:00,224.91729736328125,224.7801055908203,224.91000366210938,AAPL,75379
224.92010498046875,2024-08-15T10:34:00,224.92999267578125,224.80999755859375,224.80999755859375,AAPL,54208
224.9199981689453,2024-08-15T10:35:00,224.93499755859375,224.85000610351562,224.93499755859375,AAPL,99061
224.97000122070312,2024-08-15T10:36:00,224.99000549316406,224.9199981689453,224.9199981689453,AAPL,67520
225.06930541992188,2024-08-15T10:37:00,225.22999572753906,224.91000366210938,224.96620178222656,AAPL,619255
225.0500030517578,2024-08-15T10:38:00,225.07940673828125,224.94000244140625,225.07940673828125,AAPL,114779
225.1649932861328,2024-08-15T10:39:00,225.1649932861328,224.99000549316406,225.0399932861328,AAPL,88127
225.1300048828125,2024-08-15T10:40:00,225.25999450683594,225.11000061035156,225.16029357910156,AAPL,108301
225.0500030517578,2024-08-15T10:41:00,225.14999389648438,225.01199340820312,225.1300048828125,AAPL,69387
224.88999938964844,2024-08-15T10:42:00,225.05999755859375,224.8300018310547,225.05999755859375,AAPL,113427
224.92999267578125,2024-08-15T10:43:00,225.00999450683594,224.8300018310547,224.88999938964844,AAPL,83108
224.8000030517578,2024-08-15T10:44:00,224.99000549316406,224.7899932861328,224.93499755859375,AAPL,73797
224.91000366210938,2024-08-15T10:45:00,224.9199981689453,224.7899932861328,224.8000030517578,AAPL,63736
224.9866943359375,2024-08-15T10:46:00,225.0800018310547,224.8800048828125,224.9149932861328,AAPL,79964
225.1699981689453,2024-08-15T10:47:00,225.19000244140625,224.97000122070312,224.98500061035156,AAPL,76482
225.24000549316406,2024-08-15T10:48:00,225.33999633789062,225.16000366210938,225.19000244140625,AAPL,119791
225.11000061035156,2024-08-15T10:49:00,225.25999450683594,225.0500030517578,225.25,AAPL,87203
224.83999633789062,2024-08-15T10:50:00,225.14999389648438,224.8000030517578,225.1199951171875,AAPL,103029
